sensor_id,date,timestamp,quartier,temperature,humidite,pression
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.476000,Makepe,29.07,83.04,1010.73
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.476000,New Bell,29.09,83.72,1013.03
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.476000,Bonapriso,24.79,69.67,1008.39
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.476000,Logbaba,30.09,86.93,1014.5
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.476000,Cite SIC,28.22,78.99,1008.11
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.476000,Kotto,30.19,88.91,1014.98
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.477000,Akwa,28.15,76.6,1014.86
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.477000,Bonanjo,27.75,77.77,1014.97
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.477000,Deido,26.81,77.23,1014.6
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.477000,New Bell,30.09,87.43,1012.27
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.477000,Bonapriso,26.62,74.81,1014.58
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.477000,Logbaba,29.6,85.34,1012.72
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.477000,Cite SIC,29.73,78.43,1012.46
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.477000,Kotto,27.56,79.39,1014.92
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.511000,New Bell,28.82,87.31,1011.24
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.512000,Bonanjo,26.46,78.32,1011.92
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.512000,Deido,28.41,82.32,1014.48
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.512000,Bepanda,29.91,83.58,1012.89
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.512000,Makepe,29.3,81.85,1011.64
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.512000,New Bell,30.35,89.51,1012.43
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.512000,Bonapriso,26.61,74.24,1011.76
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.512000,Cite SIC,28.43,76.44,1008.53
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.512000,Kotto,29.02,87.32,1014.64
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.513000,Akwa,28.33,82.66,1014.78
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.513000,Bonanjo,27.21,77.61,1013.17
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.513000,Bepanda,29.39,83.9,1011.88
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.513000,Makepe,29.16,83.66,1014.56
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.513000,New Bell,29.87,87.39,1014.69
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.513000,Logbaba,30.25,84.7,1011.87
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.513000,Cite SIC,27.99,81.99,1013.05
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.513000,Kotto,28.41,86.17,1011.99
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.514000,Bonanjo,26.06,75.89,1011.28
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.514000,Makepe,29.01,81.3,1013.88
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.514000,New Bell,28.79,80.09,1009.78
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.514000,Bonapriso,25.76,77.43,1014.64
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.514000,Logbaba,27.67,83.04,1009.54
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.514000,Kotto,27.75,82.01,1011.34
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.540000,Akwa,26.18,75.22,1012.89
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.540000,Deido,26.83,77.44,1011.79
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.540000,Bepanda,27.93,86.16,1012.49
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.540000,Makepe,29.48,80.28,1009.22
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.540000,Logbaba,29.23,78.92,1009.18
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.541000,Akwa,25.72,81.83,1008.92
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.541000,Bonanjo,26.76,76.56,1013.92
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.541000,Deido,28.29,79.86,1008.51
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.541000,Bepanda,27.99,82.8,1014.1
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.541000,Makepe,28.39,81.74,1013.96
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.541000,New Bell,29.99,87.31,1010.48
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.541000,Bonapriso,26.68,77.25,1014.07
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.541000,Logbaba,27.79,85.85,1013.19
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.541000,Cite SIC,28.88,84.68,1013.18
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.541000,Kotto,29.87,88.82,1010.86
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.542000,Akwa,28.27,81.32,1014.86
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.542000,Bonanjo,27.13,70.32,1009.87
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.542000,Deido,28.79,84.62,1010.61
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.542000,Bepanda,29.94,85.63,1014.52
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.542000,Makepe,27.78,82.87,1012.97
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.542000,New Bell,29.91,88.46,1012.18
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.542000,Bonapriso,26.63,71.61,1012.61
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.542000,Logbaba,28.74,81.34,1013.98
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.542000,Cite SIC,29.21,78.69,1013.83
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.542000,Kotto,30.15,89.0,1014.89
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.593000,Bonanjo,25.43,73.24,1009.42
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.593000,New Bell,29.42,89.07,1012.0
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.593000,Cite SIC,28.78,82.22,1009.69
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.594000,Akwa,28.29,82.77,1011.27
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.594000,Bonanjo,25.97,77.25,1013.98
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.594000,Deido,29.16,82.48,1013.62
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.594000,Bepanda,27.79,86.81,1008.26
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.594000,Makepe,29.09,82.57,1014.53
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.594000,New Bell,29.23,88.47,1014.36
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.594000,Bonapriso,25.25,71.12,1008.95
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.594000,Logbaba,29.41,85.01,1013.73
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.594000,Kotto,28.76,87.01,1012.0
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.595000,Akwa,27.71,82.95,1011.9
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.595000,Bonanjo,27.78,78.94,1013.41
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.595000,Deido,28.85,82.74,1014.11
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.595000,Bepanda,27.37,80.39,1014.14
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.595000,Makepe,29.48,83.66,1014.15
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.595000,New Bell,28.72,89.66,1011.54
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.595000,Bonapriso,26.21,73.19,1011.84
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.595000,Logbaba,28.69,85.94,1013.65
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.595000,Cite SIC,28.25,85.92,1014.93
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.596000,Akwa,26.13,78.99,1009.36
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.596000,Bonanjo,27.5,79.31,1012.73
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.625000,Bonanjo,26.27,73.86,1013.61
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.625000,Bepanda,27.7,83.25,1013.51
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.625000,Makepe,28.11,82.75,1014.92
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.625000,New Bell,30.23,80.97,1013.56
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.625000,Bonapriso,25.36,77.93,1014.62
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.625000,Logbaba,28.29,86.67,1011.06
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.625000,Cite SIC,28.46,83.73,1011.45
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.625000,Kotto,29.56,88.88,1012.3
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.626000,Akwa,27.07,79.07,1014.82
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.626000,Bonanjo,26.85,75.71,1013.09
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.626000,Deido,29.11,83.9,1013.33
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.626000,Bepanda,29.65,80.63,1013.58
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.626000,Makepe,28.49,76.72,1013.87
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.626000,New Bell,30.15,87.41,1012.99
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.626000,Cite SIC,28.92,82.52,1014.13
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.626000,Kotto,29.49,86.39,1010.63
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.627000,Akwa,26.66,77.97,1012.39
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.627000,Bonanjo,27.38,78.24,1011.76
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.627000,Deido,29.1,82.3,1009.76
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.627000,Makepe,27.79,81.08,1014.85
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.627000,New Bell,30.61,85.19,1009.36
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.627000,Bonapriso,26.48,77.04,1011.93
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.627000,Logbaba,28.31,86.32,1014.72
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.627000,Cite SIC,28.53,81.22,1012.39
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.627000,Kotto,29.46,85.67,1011.52
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.628000,Bepanda,27.94,79.04,1013.96
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.665000,Bonanjo,25.68,75.97,1013.64
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.665000,Deido,26.43,81.46,1013.39
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.665000,Bepanda,29.6,86.29,1014.29
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.665000,New Bell,30.65,89.27,1014.83
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.665000,Bonapriso,27.34,77.63,1010.98
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.665000,Cite SIC,28.37,80.45,1010.96
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.665000,Kotto,28.47,81.07,1014.96
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.666000,Akwa,27.61,82.88,1010.04
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.666000,Bonanjo,26.05,79.45,1014.54
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.666000,Bepanda,29.2,80.9,1010.1
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.666000,Makepe,28.9,80.28,1014.38
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.666000,New Bell,30.02,89.03,1014.47
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.666000,Bonapriso,25.85,76.6,1009.59
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.666000,Logbaba,30.07,86.68,1013.15
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.666000,Cite SIC,29.12,83.71,1012.8
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.666000,Kotto,28.89,82.52,1013.3
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.667000,Akwa,26.46,73.98,1010.61
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.667000,Deido,28.75,81.21,1008.63
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.667000,Bepanda,29.52,86.09,1014.72
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.667000,Makepe,27.79,75.59,1009.0
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.667000,Bonapriso,27.44,76.48,1010.39
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.667000,Logbaba,29.95,84.41,1012.94
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.667000,Cite SIC,28.06,76.88,1011.58
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.667000,Kotto,29.08,84.84,1013.85
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.709000,Akwa,26.43,77.67,1010.18
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.709000,Bonanjo,27.78,72.79,1012.13
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.709000,Deido,28.79,83.16,1013.99
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.709000,Makepe,28.15,76.99,1013.18
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.709000,New Bell,30.02,86.71,1014.93
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.709000,Bonapriso,24.92,68.21,1010.37
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.709000,Logbaba,29.35,87.87,1013.19
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.709000,Kotto,27.22,83.28,1014.12
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.710000,Akwa,26.61,81.6,1010.75
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.710000,Bonanjo,27.79,78.53,1014.18
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.710000,Deido,27.66,81.55,1009.53
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.710000,Makepe,28.0,81.69,1008.97
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.710000,New Bell,29.19,87.8,1011.47
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.710000,Bonapriso,26.24,74.92,1013.0
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.710000,Logbaba,30.38,83.43,1013.57
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.710000,Cite SIC,29.46,81.32,1010.78
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.710000,Kotto,30.06,84.16,1014.85
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.711000,Akwa,28.13,74.61,1012.76
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.711000,Deido,28.59,82.93,1012.11
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.711000,Bepanda,27.84,78.22,1009.59
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.711000,New Bell,30.95,81.97,1014.12
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.711000,Bonapriso,27.47,71.62,1013.91
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.711000,Logbaba,27.81,87.78,1008.85
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.711000,Cite SIC,28.99,77.96,1008.24
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.711000,Kotto,30.15,83.77,1012.81
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.745000,Bepanda,29.79,85.06,1013.97
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.745000,Makepe,28.94,80.54,1010.51
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.745000,Bonapriso,26.7,74.73,1012.27
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.745000,Logbaba,28.55,83.78,1010.24
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.745000,Cite SIC,27.75,84.31,1013.88
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.746000,Akwa,28.32,79.89,1014.71
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.746000,Bonanjo,27.01,79.01,1013.49
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.746000,Deido,26.68,79.77,1011.42
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.746000,Bepanda,27.83,84.61,1009.27
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.746000,Makepe,28.61,81.21,1010.01
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.746000,New Bell,28.33,88.58,1013.45
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.746000,Bonapriso,24.79,74.79,1010.24
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.746000,Logbaba,29.86,86.99,1013.82
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.746000,Cite SIC,29.78,84.95,1011.85
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.746000,Kotto,28.7,85.66,1013.34
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.747000,Akwa,28.22,78.93,1014.93
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.747000,Deido,29.1,82.34,1014.53
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.747000,Bepanda,29.36,83.63,1014.09
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.747000,Makepe,28.25,74.74,1014.77
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.747000,New Bell,29.94,85.89,1014.52
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.747000,Bonapriso,26.62,74.51,1014.41
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.747000,Logbaba,28.18,83.03,1008.68
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.747000,Kotto,27.79,86.16,1012.46
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.793000,Akwa,27.4,75.71,1008.83
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.793000,Bonanjo,27.66,75.64,1011.57
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.793000,Bonapriso,25.34,68.32,1014.71
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.793000,Cite SIC,27.19,80.84,1013.24
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.793000,Kotto,29.79,83.03,1008.14
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.794000,Akwa,27.66,77.9,1011.05
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.794000,Bonanjo,27.11,74.84,1014.27
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.794000,Deido,29.1,84.86,1013.52
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.794000,Bepanda,29.43,81.39,1011.01
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.794000,Makepe,27.73,82.42,1012.52
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.794000,New Bell,29.07,82.08,1014.92
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.794000,Bonapriso,27.3,72.1,1008.16
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.794000,Logbaba,29.09,79.27,1010.38
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.794000,Cite SIC,27.47,85.38,1013.81
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.794000,Kotto,29.95,88.84,1013.09
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.796000,Akwa,27.96,75.25,1013.52
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.796000,Bepanda,29.45,84.6,1011.98
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.796000,Makepe,29.25,75.23,1013.21
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.796000,Bonapriso,25.61,72.96,1011.25
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.796000,Logbaba,27.51,85.46,1013.43
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.796000,Kotto,27.45,82.12,1014.09
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.851000,Bonanjo,25.08,77.09,1008.35
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.851000,Deido,27.44,77.32,1012.7
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.851000,Kotto,29.88,83.0,1010.86
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.852000,Akwa,27.56,80.85,1013.66
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.852000,Bonanjo,27.78,72.54,1014.79
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.852000,Deido,28.5,75.99,1014.37
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.852000,Bepanda,28.94,77.38,1009.99
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.852000,New Bell,30.2,82.58,1012.21
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.852000,Logbaba,27.87,84.49,1013.21
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.852000,Cite SIC,29.47,82.14,1014.55
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.852000,Kotto,28.17,88.25,1013.64
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.853000,Akwa,28.06,79.86,1011.98
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.853000,Deido,27.67,81.2,1013.22
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.853000,Bepanda,28.65,80.11,1009.06
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.853000,Makepe,29.27,81.05,1010.86
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.853000,New Bell,29.33,85.44,1010.41
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.853000,Bonapriso,27.07,72.12,1013.59
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.853000,Logbaba,30.24,83.02,1014.67
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.853000,Cite SIC,29.65,83.56,1013.43
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.854000,Akwa,27.64,81.44,1012.4
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.854000,Deido,26.69,83.37,1008.68
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.854000,Makepe,29.28,81.35,1008.72
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.854000,New Bell,30.62,84.98,1008.57
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.854000,Bonapriso,25.78,73.12,1011.87
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.854000,Logbaba,29.86,83.39,1008.88
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.854000,Cite SIC,28.96,79.79,1013.46
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.894000,Bonanjo,25.06,76.79,1011.78
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.894000,Bepanda,29.1,81.85,1008.51
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.894000,Makepe,27.85,78.16,1010.28
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.894000,New Bell,30.96,89.91,1009.65
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.894000,Bonapriso,26.34,71.72,1009.62
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.894000,Cite SIC,28.12,82.36,1013.54
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.895000,Akwa,27.78,77.82,1012.03
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.895000,Bonanjo,27.32,79.22,1014.63
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.895000,Deido,27.53,84.37,1014.98
SENSOR_BEPANDA,2026-03-25,2026-03-25 02:58:01.895000,Bepanda,28.52,86.64,1011.94
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.895000,Makepe,28.38,83.88,1014.09
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.895000,New Bell,30.91,86.51,1014.1
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.895000,Bonapriso,27.41,76.73,1014.38
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.895000,Logbaba,30.24,85.77,1013.77
SENSOR_CITE_SIC,2026-03-25,2026-03-25 02:58:01.895000,Cite SIC,27.17,79.7,1011.24
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.895000,Kotto,29.57,85.9,1011.59
SENSOR_AKWA,2026-03-25,2026-03-25 02:58:01.896000,Akwa,26.2,79.8,1013.14
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.896000,Bonanjo,25.11,78.98,1014.9
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.896000,Deido,27.99,83.09,1012.1
SENSOR_MAKEPE,2026-03-25,2026-03-25 02:58:01.896000,Makepe,28.78,82.29,1013.41
SENSOR_NEWBELL,2026-03-25,2026-03-25 02:58:01.896000,New Bell,29.34,82.74,1011.14
SENSOR_BONAPRISO,2026-03-25,2026-03-25 02:58:01.896000,Bonapriso,26.74,69.26,1010.78
SENSOR_LOGBABA,2026-03-25,2026-03-25 02:58:01.896000,Logbaba,29.19,86.23,1010.51
SENSOR_KOTTO,2026-03-25,2026-03-25 02:58:01.896000,Kotto,29.78,83.96,1014.41
SENSOR_BONANJO,2026-03-25,2026-03-25 02:58:01.946000,Bonanjo,25.59,75.55,1008.73
SENSOR_DEIDO,2026-03-25,2026-03-25 02:58:01.946000,Deido,28.87,84.15,1011.12
